age,utme_score,post_utme_score,olevel_points,subject_relevance,catchment_category,course_choice,interview_score,admission_status
18,297.0,64.3,29.0,0.74,Non-Catchment,Second Choice,43.6,0
23,186.0,48.9,45.0,0.48,Catchment,Second Choice,48.7,1
17,249.0,51.4,37.0,0.42,ELDS,First Choice,57.1,1
22,244.0,33.1,39.0,0.53,Non-Catchment,First Choice,64.3,0
17,132.0,27.8,29.0,0.53,Catchment,Second Choice,85.5,0
19,204.0,82.9,38.0,0.73,Catchment,First Choice,41.4,0
22,223.0,56.9,45.0,0.8,ELDS,Second Choice,47.4,1
18,226.0,61.1,33.0,0.8,Non-Catchment,First Choice,88.5,1
17,234.0,41.3,27.0,0.55,Non-Catchment,Second Choice,36.8,0
22,254.0,68.1,36.0,0.88,Catchment,Second Choice,74.5,1
16,220.0,65.4,29.0,0.95,Non-Catchment,First Choice,58.2,1
23,236.0,43.0,26.0,0.65,Non-Catchment,First Choice,67.8,0
18,218.0,39.1,31.0,0.49,Non-Catchment,First Choice,43.8,0
17,174.0,44.0,32.0,0.72,ELDS,First Choice,74.1,0
18,221.0,54.6,29.0,1.0,Catchment,First Choice,46.9,1
20,254.0,57.5,43.0,0.49,Non-Catchment,First Choice,31.6,0
23,270.0,55.6,45.0,0.59,Catchment,First Choice,69.6,1
22,244.0,74.5,39.0,0.71,Non-Catchment,Second Choice,9.9,1
22,280.0,44.3,37.0,0.81,Catchment,First Choice,48.6,1
22,239.0,38.7,34.0,0.3,ELDS,First Choice,65.8,0
23,259.0,55.0,30.0,0.96,Catchment,Second Choice,75.2,1
16,262.0,29.6,45.0,0.96,Non-Catchment,Second Choice,84.5,1
19,210.0,65.4,35.0,0.62,Non-Catchment,First Choice,95.6,1
21,253.0,56.5,32.0,1.0,ELDS,First Choice,89.4,1
24,178.0,49.9,41.0,0.95,Non-Catchment,Second Choice,63.8,0
17,236.0,49.1,35.0,0.93,Non-Catchment,First Choice,82.5,1
16,246.0,68.6,41.0,0.94,Catchment,Second Choice,63.5,1
17,267.0,68.2,33.0,0.93,Catchment,Second Choice,73.7,1
22,257.0,51.3,41.0,0.7,Non-Catchment,Second Choice,48.0,1
18,268.0,63.9,41.0,0.68,Catchment,First Choice,69.2,1
17,216.0,68.0,43.0,0.51,Catchment,Second Choice,50.5,0
22,204.0,60.0,31.0,0.58,Catchment,First Choice,56.5,0
17,208.0,51.9,35.0,0.64,Non-Catchment,First Choice,69.3,0
18,232.0,60.7,45.0,0.71,Non-Catchment,Second Choice,100.0,1
22,139.0,39.4,34.0,1.0,Catchment,First Choice,67.9,0
19,280.0,56.1,40.0,0.28,Catchment,First Choice,59.8,1
16,222.0,51.5,45.0,0.97,Non-Catchment,Second Choice,43.4,1
20,201.0,49.2,24.0,0.5,Non-Catchment,Second Choice,77.9,0
24,106.0,29.1,33.0,0.68,Non-Catchment,Second Choice,53.3,0
23,218.0,39.6,35.0,0.56,Non-Catchment,First Choice,67.5,0
24,211.0,47.7,24.0,1.0,Catchment,First Choice,74.0,0
24,180.0,68.4,32.0,0.6,Catchment,First Choice,85.3,0
22,190.0,59.3,29.0,0.8,Catchment,Second Choice,76.8,0
19,219.0,69.1,40.0,0.81,Non-Catchment,First Choice,35.5,1
20,194.0,73.6,25.0,0.47,Non-Catchment,First Choice,25.7,0
16,246.0,59.9,45.0,0.68,Catchment,First Choice,74.0,1
16,186.0,57.1,39.0,0.94,Non-Catchment,Second Choice,61.7,0
18,227.0,40.4,29.0,0.53,Non-Catchment,First Choice,67.8,0
23,273.0,84.8,41.0,0.87,ELDS,First Choice,94.4,1
17,218.0,33.7,39.0,0.63,Non-Catchment,First Choice,47.7,0
19,236.0,56.8,35.0,0.93,Non-Catchment,First Choice,85.8,1
17,233.0,67.5,31.0,1.0,Non-Catchment,First Choice,47.9,0
20,220.0,67.7,38.0,0.3,ELDS,First Choice,91.3,1
24,217.0,37.7,36.0,0.43,ELDS,First Choice,75.0,1
16,194.0,48.7,31.0,0.61,Non-Catchment,Second Choice,29.9,0
20,227.0,43.0,27.0,0.99,Non-Catchment,First Choice,51.7,0
24,207.0,25.3,30.0,0.81,Non-Catchment,First Choice,98.3,0
16,290.0,57.0,32.0,0.45,Non-Catchment,First Choice,95.8,1
24,257.0,44.2,42.0,0.84,Non-Catchment,Second Choice,72.1,1
23,155.0,77.6,40.0,0.52,Catchment,First Choice,67.1,0
19,157.0,64.2,32.0,0.87,ELDS,Second Choice,64.8,0
20,214.0,55.6,33.0,0.81,Non-Catchment,Second Choice,68.7,1
20,202.0,47.9,41.0,0.52,Non-Catchment,First Choice,57.2,1
21,212.0,56.7,37.0,0.69,Non-Catchment,First Choice,84.2,0
22,249.0,51.2,37.0,0.94,Non-Catchment,First Choice,71.6,1
23,234.0,56.0,31.0,0.32,Catchment,Second Choice,40.7,0
23,234.0,83.5,34.0,0.76,Non-Catchment,First Choice,73.1,1
17,285.0,39.0,35.0,0.48,Non-Catchment,First Choice,63.3,0
24,157.0,52.5,34.0,0.7,Catchment,First Choice,53.8,0
22,225.0,65.6,39.0,0.79,Non-Catchment,First Choice,98.0,1
19,194.0,49.0,40.0,1.0,Catchment,First Choice,62.1,1
19,285.0,78.7,29.0,0.69,Non-Catchment,First Choice,20.9,1
23,121.0,65.2,32.0,0.99,Catchment,First Choice,55.2,0
19,123.0,44.2,31.0,0.53,Non-Catchment,First Choice,79.9,0
21,234.0,58.1,43.0,0.6,Catchment,First Choice,41.5,0
20,271.0,44.4,45.0,0.82,Non-Catchment,First Choice,79.2,1
18,255.0,43.1,32.0,0.74,Catchment,First Choice,40.0,1
17,184.0,52.9,34.0,0.63,Non-Catchment,Second Choice,86.7,1
24,288.0,74.0,40.0,0.63,Non-Catchment,First Choice,48.5,1
24,165.0,66.2,31.0,0.97,Catchment,First Choice,53.0,0
16,279.0,54.7,40.0,0.64,Non-Catchment,First Choice,51.5,1
18,171.0,66.7,35.0,0.5,Catchment,First Choice,71.9,0
23,204.0,59.0,25.0,0.53,Non-Catchment,First Choice,96.9,0
21,249.0,37.5,27.0,0.83,Non-Catchment,First Choice,60.3,0
20,154.0,52.8,33.0,1.0,Non-Catchment,First Choice,59.8,0
20,286.0,53.9,42.0,0.6,Non-Catchment,Second Choice,48.5,1
21,204.0,66.4,30.0,1.0,Non-Catchment,First Choice,27.5,1
22,226.0,46.5,32.0,0.7,Catchment,First Choice,50.5,1
16,272.0,41.3,36.0,0.64,Non-Catchment,Second Choice,34.8,0
24,184.0,54.3,25.0,0.52,Catchment,First Choice,22.3,0
18,268.0,45.3,37.0,0.66,Non-Catchment,First Choice,58.5,1
19,294.0,50.1,26.0,0.55,Non-Catchment,First Choice,49.1,1
16,190.0,53.8,38.0,0.53,Catchment,First Choice,87.5,0
18,282.0,49.3,30.0,0.37,Catchment,First Choice,42.9,0
17,141.0,69.4,29.0,1.0,Catchment,Second Choice,73.4,0
17,238.0,76.2,37.0,0.91,ELDS,First Choice,73.0,1
16,165.0,67.9,40.0,0.75,Non-Catchment,First Choice,86.7,1
23,262.0,28.4,37.0,0.67,Catchment,First Choice,56.3,1
18,259.0,45.4,36.0,0.7,Non-Catchment,First Choice,86.4,0
18,313.0,52.3,36.0,0.54,Catchment,Second Choice,71.2,1
21,284.0,27.3,37.0,0.47,Non-Catchment,First Choice,82.8,1
23,213.0,41.9,38.0,0.84,Non-Catchment,Second Choice,100.0,1
24,171.0,52.1,33.0,0.65,Non-Catchment,First Choice,57.5,0
24,245.0,48.3,39.0,0.77,Non-Catchment,Second Choice,63.4,1
19,217.0,55.1,30.0,0.37,Non-Catchment,First Choice,52.8,0
20,290.0,34.3,42.0,0.64,Catchment,Second Choice,90.8,1
17,123.0,48.1,40.0,0.47,Non-Catchment,First Choice,100.0,0
24,318.0,57.3,45.0,0.8,Non-Catchment,Second Choice,74.7,1
23,244.0,55.2,38.0,0.9,ELDS,First Choice,27.8,1
18,183.0,61.7,40.0,0.99,Catchment,First Choice,42.3,1
24,253.0,60.8,26.0,0.57,Non-Catchment,Second Choice,83.2,1
18,278.0,48.9,41.0,0.47,Non-Catchment,First Choice,37.1,0
24,225.0,56.8,42.0,0.62,Non-Catchment,Second Choice,48.0,0
17,141.0,43.0,44.0,0.56,Catchment,First Choice,47.3,1
24,207.0,50.9,36.0,0.79,ELDS,First Choice,58.5,0
23,267.0,39.2,33.0,0.42,Catchment,Second Choice,65.1,1
24,242.0,71.0,28.0,0.35,Catchment,First Choice,22.2,1
20,213.0,50.9,29.0,0.63,Non-Catchment,First Choice,29.5,0
17,279.0,71.0,35.0,0.85,Catchment,Second Choice,29.9,1
23,253.0,59.7,24.0,0.49,Catchment,First Choice,32.3,0
21,257.0,41.7,30.0,0.87,Non-Catchment,First Choice,60.3,1
23,202.0,58.8,36.0,0.77,Catchment,First Choice,63.9,1
20,197.0,67.1,35.0,1.0,ELDS,Second Choice,80.3,1
17,144.0,53.8,29.0,0.54,Non-Catchment,Second Choice,71.1,0
21,208.0,56.1,28.0,0.38,Non-Catchment,Second Choice,48.4,0
20,262.0,46.7,28.0,0.82,Catchment,First Choice,64.6,1
20,211.0,55.4,34.0,0.76,Catchment,First Choice,81.1,1
16,240.0,58.6,45.0,0.74,Non-Catchment,First Choice,55.5,1
17,270.0,46.3,41.0,0.49,Non-Catchment,First Choice,53.8,1
23,237.0,38.8,36.0,0.86,Non-Catchment,First Choice,41.1,0
18,241.0,74.3,38.0,0.57,Catchment,First Choice,43.9,0
18,159.0,64.1,41.0,0.74,Non-Catchment,Second Choice,73.7,1
23,205.0,46.8,39.0,0.61,Catchment,Second Choice,59.9,0
23,298.0,58.3,33.0,0.77,Non-Catchment,First Choice,99.2,0
17,225.0,32.8,30.0,0.46,Non-Catchment,Second Choice,46.5,0
23,305.0,25.3,34.0,0.8,Catchment,Second Choice,75.2,0
16,187.0,71.3,41.0,0.83,Non-Catchment,First Choice,67.7,1
21,231.0,58.4,33.0,0.72,Catchment,First Choice,58.2,1
23,203.0,54.3,28.0,1.0,Non-Catchment,First Choice,51.3,1
18,247.0,58.5,25.0,0.74,Non-Catchment,First Choice,72.0,1
23,260.0,100.0,34.0,0.88,Catchment,First Choice,70.9,1
16,247.0,68.0,29.0,0.72,ELDS,First Choice,64.0,0
24,267.0,39.3,32.0,0.87,Non-Catchment,Second Choice,68.5,0
24,219.0,29.8,44.0,0.39,ELDS,First Choice,60.7,0
20,211.0,70.8,35.0,0.71,Catchment,First Choice,27.2,0
19,141.0,67.8,30.0,0.47,ELDS,First Choice,61.7,0
21,249.0,63.6,37.0,0.73,Catchment,First Choice,54.6,1
22,228.0,42.8,45.0,0.78,Non-Catchment,First Choice,98.9,1
20,217.0,60.4,34.0,0.86,ELDS,First Choice,72.7,1
24,211.0,44.1,21.0,0.8,Catchment,Second Choice,64.0,0
18,218.0,64.9,39.0,0.63,Catchment,First Choice,69.3,0
22,209.0,69.7,37.0,0.55,Non-Catchment,Second Choice,39.5,1
20,196.0,46.8,36.0,0.23,Non-Catchment,First Choice,47.8,0
22,231.0,72.0,34.0,0.71,Non-Catchment,First Choice,53.3,1
17,242.0,56.7,30.0,0.93,Catchment,First Choice,67.8,1
19,185.0,62.4,44.0,0.72,Non-Catchment,Second Choice,51.3,0
17,202.0,35.4,24.0,0.68,Catchment,Second Choice,50.0,0
22,211.0,58.5,33.0,0.73,ELDS,First Choice,38.6,0
17,220.0,44.9,33.0,0.62,Non-Catchment,First Choice,60.5,0
16,214.0,62.1,40.0,0.74,Non-Catchment,First Choice,63.3,0
24,250.0,77.0,42.0,0.62,Catchment,Second Choice,68.6,1
16,146.0,59.3,34.0,0.52,Non-Catchment,First Choice,46.1,0
23,154.0,41.5,36.0,0.68,Non-Catchment,First Choice,67.4,0
17,229.0,64.4,37.0,0.68,Non-Catchment,First Choice,39.2,1
23,193.0,61.0,41.0,1.0,Catchment,First Choice,55.6,1
18,260.0,85.9,41.0,0.54,Non-Catchment,Second Choice,66.0,1
21,273.0,58.8,32.0,0.67,Non-Catchment,First Choice,54.8,0
18,231.0,46.2,38.0,0.65,Catchment,First Choice,28.8,1
22,172.0,66.6,37.0,0.61,Non-Catchment,First Choice,31.1,0
24,267.0,53.1,34.0,0.8,Catchment,First Choice,64.4,1
17,229.0,56.2,37.0,1.0,Catchment,First Choice,71.6,1
20,153.0,41.1,35.0,0.64,Catchment,Second Choice,66.8,0
21,157.0,53.2,36.0,0.8,Non-Catchment,First Choice,72.1,0
19,288.0,55.5,27.0,0.32,Non-Catchment,First Choice,54.4,0
19,281.0,53.1,29.0,0.62,Non-Catchment,First Choice,74.8,1
19,107.0,46.1,40.0,1.0,Catchment,First Choice,66.7,0
17,159.0,59.3,28.0,0.69,Non-Catchment,First Choice,47.2,0
19,271.0,41.1,38.0,0.8,ELDS,Second Choice,70.3,0
16,219.0,37.6,35.0,0.58,Catchment,First Choice,65.9,1
21,252.0,65.6,41.0,0.75,Catchment,Second Choice,93.4,1
16,217.0,64.3,39.0,1.0,Non-Catchment,First Choice,87.6,1
21,249.0,35.4,32.0,0.47,Non-Catchment,First Choice,58.2,0
16,220.0,27.6,34.0,1.0,Non-Catchment,First Choice,51.6,0
21,200.0,39.9,23.0,0.39,Non-Catchment,Second Choice,91.2,0
23,268.0,53.1,34.0,0.6,Catchment,Second Choice,71.0,0
17,229.0,72.3,27.0,0.53,Non-Catchment,First Choice,56.5,0
17,249.0,52.7,34.0,0.65,Non-Catchment,First Choice,20.2,0
19,227.0,43.5,31.0,0.53,Catchment,First Choice,44.9,0
18,198.0,57.2,30.0,0.52,Catchment,First Choice,43.5,0
19,292.0,53.3,42.0,0.46,Non-Catchment,Second Choice,57.1,1
22,236.0,34.3,27.0,0.83,Non-Catchment,Second Choice,72.4,0
16,204.0,34.4,29.0,0.65,Non-Catchment,First Choice,75.4,0
21,278.0,34.8,31.0,0.6,ELDS,First Choice,90.0,1
18,161.0,92.2,32.0,0.76,Catchment,First Choice,78.6,1
22,321.0,67.9,30.0,0.4,ELDS,First Choice,34.0,1
17,212.0,46.1,33.0,0.76,Non-Catchment,First Choice,80.6,0
17,163.0,71.6,37.0,0.68,Non-Catchment,First Choice,94.7,1
19,306.0,46.5,39.0,0.69,Non-Catchment,First Choice,93.7,1
16,199.0,71.1,39.0,0.8,Non-Catchment,Second Choice,35.7,0
18,231.0,56.2,24.0,1.0,Catchment,First Choice,56.2,0
24,252.0,45.1,37.0,0.76,Non-Catchment,Second Choice,79.2,1
22,273.0,65.2,38.0,0.66,Non-Catchment,Second Choice,36.8,1
22,233.0,57.1,31.0,0.46,Non-Catchment,First Choice,25.5,0
19,191.0,61.0,45.0,0.22,Non-Catchment,Second Choice,66.3,1
17,230.0,58.2,42.0,0.73,Non-Catchment,First Choice,46.5,0
19,201.0,58.1,34.0,0.45,Non-Catchment,Second Choice,27.4,1
21,231.0,67.0,31.0,0.19,Non-Catchment,First Choice,84.6,1
18,293.0,93.8,45.0,0.63,Non-Catchment,Second Choice,63.3,1
16,254.0,73.7,35.0,0.75,Catchment,First Choice,49.6,1
23,229.0,58.3,36.0,0.85,Non-Catchment,First Choice,40.7,0
20,253.0,50.3,35.0,0.91,Catchment,First Choice,63.5,0
20,256.0,52.0,45.0,0.88,Non-Catchment,First Choice,70.3,1
19,171.0,36.2,34.0,0.88,ELDS,First Choice,66.5,0
21,222.0,65.0,35.0,0.41,Catchment,First Choice,29.6,1
18,335.0,39.8,30.0,0.67,Catchment,Second Choice,69.5,1
24,275.0,49.4,33.0,0.82,Catchment,First Choice,73.9,1
20,197.0,65.1,29.0,0.71,Non-Catchment,First Choice,53.1,0
18,193.0,51.4,30.0,0.67,ELDS,First Choice,80.8,0
16,191.0,47.6,24.0,0.71,Non-Catchment,First Choice,43.0,0
21,259.0,37.0,40.0,0.75,Catchment,First Choice,85.8,1
17,292.0,73.1,36.0,0.68,Non-Catchment,First Choice,62.6,1
18,246.0,42.5,36.0,0.53,Non-Catchment,Second Choice,50.1,0
16,227.0,46.2,35.0,0.36,Catchment,First Choice,53.6,0
24,200.0,28.1,35.0,0.66,Non-Catchment,Second Choice,80.0,0
23,235.0,54.7,45.0,0.71,Catchment,First Choice,64.7,0
17,183.0,50.0,30.0,0.71,Non-Catchment,Second Choice,72.9,1
23,133.0,57.7,37.0,0.89,Catchment,First Choice,81.5,0
24,294.0,37.4,37.0,0.93,Catchment,First Choice,49.5,1
16,175.0,66.0,42.0,0.68,Non-Catchment,First Choice,62.5,1
20,205.0,27.4,38.0,0.68,Non-Catchment,Second Choice,55.5,0
23,250.0,53.6,38.0,0.81,Catchment,First Choice,80.3,1
17,285.0,56.7,27.0,0.79,ELDS,Second Choice,52.4,0
19,232.0,55.9,30.0,0.61,Non-Catchment,First Choice,61.0,1
22,166.0,57.4,28.0,0.83,Catchment,First Choice,100.0,1
18,206.0,66.8,20.0,0.67,Non-Catchment,First Choice,85.7,1
20,189.0,74.9,37.0,0.67,Non-Catchment,First Choice,39.3,0
23,218.0,52.7,33.0,0.79,Non-Catchment,Second Choice,78.0,0
18,275.0,40.5,37.0,0.64,Catchment,First Choice,73.8,1
19,106.0,63.4,35.0,0.72,Non-Catchment,First Choice,38.0,0
24,201.0,50.8,36.0,0.76,Non-Catchment,First Choice,57.8,0
22,198.0,74.0,43.0,0.86,Non-Catchment,First Choice,41.0,1
16,163.0,46.0,35.0,0.85,Catchment,First Choice,12.1,0
19,246.0,42.1,39.0,0.75,Non-Catchment,First Choice,57.1,1
19,156.0,57.2,33.0,0.18,Catchment,First Choice,49.9,0
24,162.0,28.9,40.0,0.75,Non-Catchment,First Choice,38.0,0
21,258.0,48.0,28.0,0.78,ELDS,First Choice,59.8,0
24,288.0,50.1,24.0,0.82,Catchment,First Choice,17.6,0
21,217.0,58.3,45.0,0.51,Catchment,First Choice,60.8,1
21,165.0,40.1,45.0,0.28,Non-Catchment,Second Choice,60.3,0
20,188.0,41.8,23.0,0.86,Non-Catchment,Second Choice,73.6,0
20,265.0,72.4,35.0,0.46,Catchment,Second Choice,27.9,1
17,225.0,54.8,36.0,0.94,Non-Catchment,Second Choice,100.0,0
23,215.0,68.0,39.0,0.58,Non-Catchment,First Choice,95.1,1
23,234.0,46.9,45.0,0.49,Non-Catchment,First Choice,44.5,1
16,218.0,54.2,29.0,0.77,Non-Catchment,First Choice,89.2,1
23,290.0,58.2,29.0,0.82,Catchment,First Choice,77.1,1
20,186.0,81.2,35.0,0.81,ELDS,First Choice,51.2,1
17,181.0,51.7,29.0,0.8,Catchment,Second Choice,47.9,0
17,158.0,52.5,19.0,0.56,Catchment,First Choice,49.4,0
21,196.0,71.5,34.0,0.39,Catchment,First Choice,100.0,1
24,171.0,49.3,40.0,0.62,Non-Catchment,First Choice,87.2,0
16,230.0,59.3,35.0,0.47,Non-Catchment,First Choice,55.9,0
21,221.0,70.2,39.0,0.79,Catchment,First Choice,57.7,1
24,171.0,46.4,38.0,0.87,Non-Catchment,Second Choice,76.9,1
23,247.0,60.1,29.0,0.73,Non-Catchment,First Choice,76.1,1
21,288.0,81.2,35.0,0.7,Non-Catchment,Second Choice,40.9,1
18,236.0,68.8,26.0,0.64,Non-Catchment,Second Choice,66.0,1
23,106.0,59.3,32.0,0.9,Catchment,First Choice,48.9,0
24,309.0,51.6,35.0,0.33,Catchment,First Choice,63.0,1
16,254.0,45.9,35.0,0.46,Non-Catchment,First Choice,59.0,0
24,308.0,40.2,27.0,1.0,Non-Catchment,First Choice,80.4,1
21,269.0,77.6,28.0,0.45,Catchment,First Choice,54.6,1
21,278.0,74.7,37.0,0.81,Non-Catchment,Second Choice,62.4,1
19,229.0,45.1,40.0,0.85,Non-Catchment,First Choice,22.4,0
16,208.0,60.1,34.0,0.31,Non-Catchment,First Choice,66.5,0
23,237.0,56.7,33.0,0.35,Catchment,First Choice,44.4,0
17,188.0,72.8,41.0,0.95,Non-Catchment,First Choice,29.7,0
16,240.0,60.7,30.0,0.51,Non-Catchment,First Choice,82.6,0
17,102.0,54.7,45.0,0.51,Catchment,First Choice,59.2,0
16,222.0,46.9,27.0,0.6,Catchment,First Choice,18.5,0
16,281.0,60.1,41.0,0.51,Non-Catchment,First Choice,44.3,0
24,224.0,49.8,38.0,0.81,Non-Catchment,Second Choice,60.1,0
16,298.0,58.3,45.0,0.46,Catchment,Second Choice,60.7,1
19,208.0,53.9,28.0,0.31,Catchment,First Choice,50.0,0
21,265.0,49.4,21.0,0.93,Catchment,First Choice,0.0,0
22,180.0,40.4,42.0,0.47,Catchment,First Choice,49.0,0
17,263.0,62.7,26.0,0.55,Catchment,First Choice,81.4,0
21,230.0,55.6,39.0,0.87,Non-Catchment,Second Choice,88.0,1
22,210.0,81.8,42.0,0.71,Non-Catchment,First Choice,47.9,0
17,104.0,39.5,37.0,0.92,Non-Catchment,First Choice,97.7,0
17,209.0,64.4,36.0,0.87,Non-Catchment,First Choice,27.7,0
22,230.0,53.8,37.0,0.61,Catchment,Second Choice,43.8,0
16,257.0,86.5,40.0,0.9,Non-Catchment,Second Choice,77.8,1
23,290.0,63.2,39.0,0.73,Catchment,First Choice,74.7,1
18,312.0,59.9,28.0,0.58,Catchment,First Choice,59.8,0
21,276.0,53.8,45.0,0.76,Catchment,First Choice,37.6,1
24,195.0,44.5,35.0,0.44,ELDS,First Choice,37.6,0
21,206.0,59.7,38.0,0.87,Catchment,First Choice,45.5,1
24,253.0,34.3,39.0,0.84,ELDS,Second Choice,38.4,1
22,243.0,35.0,42.0,0.72,Catchment,First Choice,62.6,0
24,293.0,70.2,41.0,0.32,Non-Catchment,Second Choice,58.2,1
17,332.0,28.6,36.0,0.93,Non-Catchment,Second Choice,36.8,0
23,322.0,50.2,35.0,0.79,Catchment,First Choice,52.9,1
23,287.0,39.3,37.0,0.7,Catchment,First Choice,7.0,0
17,244.0,49.0,42.0,0.66,ELDS,Second Choice,66.8,0
19,281.0,57.8,28.0,0.59,Non-Catchment,First Choice,74.3,0
22,295.0,69.8,39.0,0.63,Catchment,First Choice,41.8,1
19,213.0,73.3,30.0,0.85,Catchment,First Choice,44.3,0
19,196.0,41.2,45.0,0.6,ELDS,First Choice,65.2,0
21,185.0,48.0,37.0,0.65,Non-Catchment,First Choice,62.1,0
21,181.0,100.0,33.0,0.67,Non-Catchment,First Choice,75.5,1
18,158.0,51.2,38.0,0.68,Catchment,First Choice,44.5,0
24,231.0,41.8,35.0,0.58,Non-Catchment,First Choice,46.8,0
17,175.0,44.3,34.0,0.67,Catchment,First Choice,55.6,0
21,185.0,51.3,24.0,0.77,Non-Catchment,First Choice,38.7,0
22,252.0,49.1,29.0,0.52,Non-Catchment,First Choice,55.2,1
24,228.0,51.5,34.0,0.67,Catchment,First Choice,39.0,0
18,239.0,54.7,25.0,1.0,Non-Catchment,First Choice,68.4,1
18,281.0,54.6,31.0,0.69,Non-Catchment,Second Choice,41.3,1
22,259.0,40.7,32.0,0.51,Non-Catchment,Second Choice,65.1,0
19,288.0,60.5,30.0,0.49,Catchment,Second Choice,89.1,1
23,224.0,56.8,40.0,0.45,Catchment,Second Choice,68.6,1
22,293.0,62.4,30.0,1.0,Catchment,First Choice,63.5,1
20,236.0,29.3,36.0,0.9,Catchment,First Choice,32.7,0
22,228.0,57.4,33.0,0.44,Non-Catchment,First Choice,87.8,0
18,286.0,25.2,34.0,0.74,Non-Catchment,Second Choice,82.3,0
17,181.0,52.4,45.0,0.94,Catchment,Second Choice,56.9,1
21,311.0,64.9,36.0,0.69,Catchment,First Choice,52.3,1
17,207.0,70.7,37.0,0.6,Catchment,First Choice,43.7,1
18,165.0,60.0,30.0,1.0,Non-Catchment,First Choice,95.8,0
21,249.0,65.1,39.0,0.32,Non-Catchment,First Choice,75.7,0
20,203.0,50.5,39.0,1.0,Non-Catchment,First Choice,44.8,1
23,311.0,47.4,38.0,0.71,Non-Catchment,Second Choice,82.0,1
24,201.0,95.4,28.0,0.96,Non-Catchment,First Choice,86.8,1
18,234.0,67.4,31.0,0.46,Non-Catchment,Second Choice,59.6,1
18,156.0,37.4,44.0,0.55,Catchment,First Choice,53.1,0
18,257.0,29.0,31.0,0.48,Non-Catchment,First Choice,40.1,0
21,185.0,48.0,44.0,0.68,Catchment,Second Choice,74.1,1
16,251.0,72.9,32.0,0.76,Catchment,First Choice,51.5,1
22,201.0,55.7,36.0,0.91,ELDS,First Choice,50.6,1
16,128.0,21.6,34.0,0.36,Catchment,First Choice,59.8,0
20,226.0,52.3,30.0,0.73,Non-Catchment,Second Choice,43.6,0
23,224.0,55.0,30.0,0.88,Non-Catchment,First Choice,90.6,1
19,260.0,18.8,31.0,0.92,Catchment,First Choice,79.4,1
20,290.0,55.4,36.0,0.61,Catchment,First Choice,61.5,1
19,306.0,39.8,40.0,0.61,Non-Catchment,Second Choice,43.0,0
19,259.0,27.5,35.0,0.68,Catchment,Second Choice,44.1,0
23,233.0,79.1,35.0,0.74,Catchment,First Choice,43.2,1
17,156.0,39.1,42.0,0.96,ELDS,First Choice,35.4,0
16,229.0,45.0,35.0,0.46,Non-Catchment,Second Choice,66.5,0
18,230.0,44.8,32.0,0.54,Catchment,First Choice,47.2,0
24,211.0,55.0,29.0,0.43,Catchment,First Choice,46.0,0
19,248.0,81.5,43.0,0.79,Non-Catchment,First Choice,43.7,1
20,270.0,37.1,33.0,0.92,Catchment,First Choice,80.1,1
17,183.0,50.4,32.0,0.42,Catchment,First Choice,44.8,1
19,182.0,56.8,31.0,0.72,Non-Catchment,First Choice,85.4,0
17,214.0,42.0,42.0,0.91,Catchment,First Choice,54.2,1
17,192.0,50.2,32.0,0.86,Non-Catchment,Second Choice,35.1,0
19,146.0,63.9,41.0,0.85,Non-Catchment,First Choice,69.4,1
21,175.0,43.7,34.0,0.46,Catchment,First Choice,77.7,0
22,165.0,49.9,28.0,0.85,Catchment,Second Choice,42.8,0
18,274.0,48.5,33.0,0.66,Non-Catchment,Second Choice,61.3,0
18,297.0,53.4,35.0,0.91,Non-Catchment,First Choice,66.4,1
21,171.0,58.6,34.0,0.79,Catchment,First Choice,61.9,1
18,245.0,63.8,34.0,0.54,Catchment,First Choice,50.8,0
17,259.0,84.1,33.0,0.76,ELDS,First Choice,77.6,1
23,153.0,15.1,30.0,0.86,Catchment,First Choice,55.0,0
20,227.0,52.5,35.0,0.6,ELDS,First Choice,47.9,1
16,334.0,34.5,38.0,0.73,Catchment,First Choice,24.7,0
18,250.0,49.2,26.0,0.43,Catchment,Second Choice,24.9,0
23,209.0,68.2,43.0,0.81,Non-Catchment,First Choice,64.3,0
19,195.0,73.0,13.0,0.69,Catchment,First Choice,58.5,0
22,129.0,73.7,35.0,0.88,Catchment,First Choice,77.7,1
17,241.0,73.5,38.0,0.8,Catchment,First Choice,82.6,1
22,308.0,52.4,31.0,0.62,ELDS,First Choice,55.1,0
20,183.0,76.0,22.0,0.53,Catchment,Second Choice,79.0,0
20,133.0,79.0,34.0,0.48,Non-Catchment,First Choice,48.8,0
21,190.0,57.1,36.0,0.6,Non-Catchment,First Choice,57.0,0
24,260.0,72.7,28.0,0.88,Non-Catchment,First Choice,56.4,0
21,201.0,55.6,30.0,0.35,Non-Catchment,First Choice,91.6,0
23,183.0,76.2,41.0,0.49,Catchment,First Choice,34.4,1
22,221.0,52.6,36.0,0.87,Catchment,First Choice,61.2,0
24,230.0,45.9,26.0,0.97,Catchment,Second Choice,46.1,1
19,158.0,38.2,38.0,0.5,Catchment,Second Choice,54.0,0
17,210.0,52.4,29.0,0.49,Catchment,First Choice,53.2,0
22,198.0,56.3,30.0,0.98,Catchment,Second Choice,61.4,0
21,191.0,40.8,36.0,0.68,ELDS,Second Choice,86.9,0
16,174.0,51.2,36.0,0.52,ELDS,First Choice,98.0,0
24,262.0,47.1,33.0,0.91,Catchment,Second Choice,73.1,0
